#ejercicio,Org.,Prog.,Econ.,Denominación (CASTELLANO),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2015,03   ,3232 ,221042 ,VESTUARIO EDUCACIÓN ,03,32   ,22    ,12150,-5000,7150,1435.03
2015,03   ,3232 ,227002 ,LIMPIEZA ESCUELAS,03,32   ,22    ,1896303,0,1896303,1896302.52
2015,03   ,326  ,22699  ,GASTOS DIVERSOS,03,32   ,22    ,1932,0,1932,0
2015,03   ,326  ,226991 ,GASTOS DIVERSOS ACT. FORMACIÓN PADRES Y MADRES,03,32   ,22    ,900,0,900,0
2015,03   ,326  ,226992 ,CAMPAÑA ANEM AL TEATRE,03,32   ,22    ,5000,0,5000,3494.82
2015,03   ,326  ,227991 ,PREST SERV FORMACIÓN PADRES Y MADRES,03,32   ,22    ,8910,0,8910,8273.05
2015,03   ,326  ,227992 ,PREST SERV ESTUDIOS PROY. EDUC. CIUDAD,03,32   ,22    ,5000,0,5000,0
2015,03   ,326  ,227993 ,PREST SERV CIUDAD DE LA INFANCIA,03,32   ,22    ,10260,0,10260,10457.63
2015,03   ,326  ,227994 ,PREST SERVICIOS-PATIO ABIERTO,03,32   ,22    ,29000,0,29000,23926.86
2015,03   ,326  ,489    ,TRANSF CORRIENTES AMPAS,03,32   ,48    ,36450,0,36450,36408.37
2015,03   ,326  ,48901  ,TRANSF CORRIENTES PROYECTOS PEDAGÓGICOS,03,32   ,48    ,30000,0,30000,29437.5
2015,03   ,326  ,48903  ,ACTIVIDADES PROYECTO APRENDIZAJE INGLÉS,03,32   ,48    ,9900,0,9900,7028.38
2015,03   ,326  ,48904  ,TRANSF CORRIENTES INST BALDIRI GUILERA ENSEÑANZA M,03,326  ,48904 ,4000,0,4000,4000
2015,03   ,326  ,48905  ,TRANSF CORRIENTES LIBROS DE TEXTO Y MAT EDUC,03,32   ,48    ,95000,0,95000,79249.31
2015,03   ,326  ,48906  ,TRANSF CORRIENTES INS-ESCOLA Y J. BALMES,03,326  ,48906 ,23000,0,23000,22978.32
2015,03   ,326  ,48907  ,BECAS ALUMNADO ACTIV EXTRAESC COMPLEMENTO,03,32   ,48    ,40000,28200,68200,44600.58
2015,03   ,341  ,22799  ,NATACIÓN ESCOLAR CEE CAN RIGOL,03,34   ,22    ,3000,0,3000,2924.4
2015,03   ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1     ,55400,0,55400,56592.67
2015,03   ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1     ,14085,0,14085,14554.6
2015,03   ,922  ,12000  ,SUELDOS DEL GRUPO A1,  ,9    ,1     ,14677,0,14677,0
2015,03   ,922  ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1     ,9885,0,9885,9473.4
2015,03   ,922  ,12006  ,TRIENIOS,  ,9    ,1     ,4236,0,4236,4072.97
2015,03   ,922  ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1     ,12431,0,12431,4095.85
2015,03   ,922  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1     ,29387,0,29387,9847.98
2015,03   ,922  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1     ,17942,0,17942,7213.97
2015,04   ,340  ,12000  ,SUELDOS DEL GRUPO A1,  ,3    ,1     ,14677,0,14677,14442.14
2015,04   ,340  ,12003  ,SUELDOS DEL GRUPO C1,  ,3    ,1     ,19770,0,19770,19769.68
2015,04   ,340  ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1     ,8379,0,8379,8378.58
2015,04   ,340  ,12006  ,TRIENIOS,  ,3    ,1     ,7506,0,7506,7478.57
2015,04   ,340  ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1     ,20343,0,20343,20177.39
2015,04   ,340  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1     ,48557,0,48557,48616.22
2015,04   ,340  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,3    ,1     ,78,0,78,1007.18
2015,04   ,340  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1     ,35881,0,35881,33823.42
2015,04   ,340  ,22602  ,PUBLICIDAD-DIFUSIÓN,04,34   ,22    ,9295,0,9295,8768.98
2015,04   ,340  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS,04,34   ,22    ,900,0,900,0
2015,04   ,3411 ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1     ,8379,0,8379,7951.38
2015,04   ,3411 ,12006  ,TRIENIOS,  ,3    ,1     ,2049,0,2049,1942.19
2015,04   ,3411 ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1     ,3641,0,3641,3455.57
2015,04   ,3411 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1     ,8972,0,8972,9690.96
2015,04   ,3411 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1     ,5876,0,5876,5998.72
2015,04   ,3411 ,22199  ,FOMENTO ASOC.DEPORTIVA-MATERIAL-TROFEOS,04,34   ,22    ,12000,0,12000,18391.84
2015,04   ,3411 ,227991 ,PREST. SERVICIOS COMPETICIÓN JJEE FUTBOL-BALONCESTO,04,34   ,22    ,38300,0,38300,35483.72
2015,04   ,3411 ,227992 ,PREST SERVICIOS FORMACIÓN ENTIDADES,04,34   ,22    ,5000,0,5000,0
2015,04   ,3411 ,48901  ,TRANSF CORRIENTES ASOC. DEPORTIVA,04,34   ,48    ,84000,0,84000,78805
2015,04   ,3411 ,48902  ,CONVENIO CB PRAT PROMOCIÓN BALONCESTO,04,3411 ,48902 ,225000,0,225000,225000
2015,04   ,3411 ,48903  ,CONVENIO AE PRAT PROMOCIÓN FUTBOL,04,3411 ,48903 ,225000,0,225000,225000
2015,04   ,3411 ,48905  ,CONVENIO PRATENC AA,04,3411 ,48905 ,57000,0,57000,57000
2015,04   ,3411 ,48906  ,BECAS INDIVIDUALES DEPORTE ESCOLAR,04,34   ,48    ,25000,50000,75000,50000
2015,04   ,3412 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1     ,39641,0,39641,23339.65
2015,04   ,3412 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1     ,12245,0,12245,8320.15
2015,04   ,3412 ,224    ,SEGUROS,04,34   ,22    ,16500,0,16500,14790.53
2015,04   ,3412 ,226093 ,GASTOS NOCHE DEL DEPORTE,04,34   ,22    ,7500,0,7500,5255.63
2015,04   ,3412 ,226096 ,GASTOS FIESTA DE LA BICICLETA,04,34   ,22    ,12200,0,12200,9230.7
2015,04   ,3412 ,227991 ,GASTOS CARRERA POPULAR,04,34   ,22    ,14580,0,14580,17034.13
2015,04   ,3412 ,227992 ,DINAMIZACIÓN DEPORTIVA SANT COSME,04,34   ,22    ,32000,0,32000,32731.48
2015,04   ,3412 ,227993 ,CAMPAÑA NATACIÓN ESCOLAR CON EDUCACIÓN,04,34   ,22    ,13000,0,13000,10099.23
2015,04   ,342  ,212    ,MANTENIMIENTO OTRAS INSTALACIONES DEPORTIVAS,04,34   ,21    ,23746,0,23746,24211.66
2015,04   ,342  ,22101  ,CONSUMO AGUA DEPORTES,04,34   ,22    ,100698,0,100698,116270.86
2015,04   ,342  ,22104  ,VESTUARIO PERSONAL DEPORTES,04,34   ,22    ,12150,0,12150,6965.64
2015,04   ,342  ,22199  ,DEPORTES-SUBM. DIVERSOS MATERIAL,04,34   ,22    ,19500,0,19500,12542.71
2015,04   ,342  ,22699  ,GASTOS DIVERSOS DEPORTES,04,34   ,22    ,4860,0,4860,2324.4
2015,04   ,342  ,227991 ,CONTR PREST SERVICIOS DEPORTES,04,34   ,22    ,990000,-72000,918000,884044.3
2015,04   ,342  ,227992 ,GASTOS DIVERSOS ACTIVIDADES  VERANO,04,34   ,22    ,12150,0,12150,3297.8
2015,04   ,342  ,227993 ,CONTR PREST SERVICIOS CM VELA,04,34   ,22    ,6000,0,6000,3581.07
2015,04   ,342  ,48901  ,TRANSF CORRIENTES DEPORTE ESCOLAR,04,34   ,48    ,116000,0,116000,116000
2015,04   ,342  ,48904  ,"CONVENIO CP PRAT, GESTIÓN PISTA JARDINS RIB",04,342  ,48904 ,7600,0,7600,7600
2015,04   ,3421 ,12000  ,SUELDOS DEL GRUPO A1,  ,3    ,1     ,14677,0,14677,14677.32
2015,04   ,3421 ,12001  ,SUELDOS DEL GRUPO A2,  ,3    ,1     ,12907,0,12907,25813.04
2015,04   ,3421 ,12003  ,SUELDOS DEL GRUPO C1,  ,3    ,1     ,19770,0,19770,17502.01
2015,04   ,3421 ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1     ,8379,0,8379,8378.58
2015,04   ,3421 ,12005  ,SUELDOS DEL GRUPO E,  ,3    ,1     ,36010,0,36010,42908.21
2015,04   ,3421 ,12006  ,TRIENIOS,  ,3    ,1     ,15899,0,15899,17048.07
2015,04   ,3421 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,3    ,1     ,10110,0,10110,12602
2015,04   ,3421 ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1     ,38283,0,38283,45212.43
2015,04   ,3421 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1     ,98063,0,98063,122010.35
2015,04   ,3421 ,121031 ,OTROS COMPLEMENTOS,  ,3    ,1     ,7486,0,7486,11699.65
2015,04   ,3421 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,3    ,1     ,17221,0,17221,21239.79
2015,04   ,3421 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1     ,142628,0,142628,150470.18
2015,04   ,3421 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,3    ,1     ,4758,0,4758,2718.14
2015,04   ,3421 ,13002  ,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,  ,3    ,1     ,16896,0,16896,14162.71
2015,04   ,3421 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,3    ,1     ,5324,0,5324,6976
2015,04   ,3421 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1     ,128754,0,128754,147272.29
2015,04   ,3421 ,212    ,CEMS CONSERVACIÓN Y REPARACIÓN,04,34   ,21    ,289800,0,289800,241308.67
2015,04   ,3421 ,22100  ,ELECTRICIDAD CEMS ,04,34   ,22    ,165616,0,165616,143011.14
2015,04   ,3421 ,22102  ,CONSUMO GAS CEMS,04,34   ,22    ,127911,0,127911,146752.92
2015,04   ,3421 ,22700  ,LIMPIEZA CEMS,04,34   ,22    ,594358,0,594358,594357.84
2015,04   ,3423 ,12001  ,SUELDOS DEL GRUPO A2,  ,3    ,1     ,25813,0,25813,12906.52
2015,04   ,3423 ,12005  ,SUELDOS DEL GRUPO E,  ,3    ,1     ,53750,0,53750,44535.82
2015,04   ,3423 ,12006  ,TRIENIOS,  ,3    ,1     ,6459,0,6459,5127.11
2015,04   ,3423 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,3    ,1     ,7047,0,7047,6523.2
2015,04   ,3423 ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1     ,30256,0,30256,21774.48
2015,04   ,3423 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1     ,84495,0,84495,63222.52
2015,01   ,491  ,4491   ,APORT. PRAT COMUNICACIÓ SL                        ,01,491  ,4491  ,591697,0,591697,550000
2015,01   ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1     ,67650,0,67650,67573.28
2015,01   ,912  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,  ,9    ,1     ,26953,0,26953,22840.06
2015,01   ,912  ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,  ,9    ,1     ,34691,0,34691,40215.1
2015,01   ,912  ,12000  ,SUELDOS DEL GRUPO A1,  ,9    ,1     ,14677,0,14677,0
2015,01   ,912  ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1     ,9885,0,9885,9884.84
2015,01   ,912  ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1     ,25136,0,25136,25071.53
2015,01   ,912  ,12006  ,TRIENIOS,  ,9    ,1     ,9004,0,9004,8992.12
2015,01   ,912  ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1     ,23983,0,23983,15794.1
2015,01   ,912  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1     ,76556,0,76556,57541.37
2015,01   ,912  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,9    ,1     ,34614,0,34614,34284.16
2015,01   ,912  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1     ,1100,0,1100,588.45
2015,01   ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1     ,83084,0,83084,72795.67
2015,01   ,912  ,226011 ,ATENCIONES PROTOCOLARIAS,01,91   ,22    ,50000,0,50000,60021.44
2015,01   ,912  ,226012 ,ATENCIONES HERMANAMIENTOS,01,91   ,22    ,15000,0,15000,2655.68
2015,01   ,912  ,22699  ,GASTOS DIVERSOS ALCALDIA,01,91   ,22    ,11000,0,11000,50.97
2015,01   ,912  ,23000  ,ÓRGANOS DE GOBIERNO-DIETAS,01,91   ,23    ,1900,0,1900,388.15
2015,01   ,912  ,23100  ,ÓRGANOS DE GOBIERNO-LOCOMOCIÓN,01,91   ,23    ,7600,0,7600,3698.97
2015,01   ,912  ,489    ,TRANSF CORRIENTES ALCALDÍA,01,91   ,48    ,3000,0,3000,2000
2015,01   ,920  ,12000  ,SUELDOS DEL GRUPO A1,  ,9    ,1     ,29355,0,29355,29354.64
2015,01   ,920  ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1     ,9885,0,9885,9884.84
2015,01   ,920  ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1     ,16757,0,16757,16362.31
2015,01   ,920  ,12006  ,TRIENIOS,  ,9    ,1     ,15433,0,15433,15909.84
2015,01   ,920  ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1     ,33276,0,33276,33126.13
2015,01   ,920  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1     ,115797,0,115797,115993.3
2015,01   ,920  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1     ,271,0,271,1192.1
2015,01   ,920  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1     ,42587,0,42587,44228.09
2015,01   ,924  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,  ,9    ,1     ,20666,0,20666,17135.14
2015,01   ,924  ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,  ,9    ,1     ,30834,0,30834,35534.26
2015,01   ,924  ,12001  ,SUELDOS DEL GRUPO A2,  ,9    ,1     ,25813,0,25813,25710.29
2015,01   ,924  ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1     ,9885,0,9885,9884.84
2015,01   ,924  ,12006  ,TRIENIOS,  ,9    ,1     ,2916,0,2916,2916.36
2015,01   ,924  ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1     ,14695,0,14695,14655.49
2015,01   ,924  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1     ,30394,0,30394,30703.78
2015,01   ,924  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,9    ,1     ,28937,0,28937,29104.45
2015,01   ,924  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,9    ,1     ,175,0,175,145.52
2015,01   ,924  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1     ,425,0,425,857.99
2015,01   ,924  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1     ,47549,0,47549,49425.6
2015,01   ,924  ,226021 ,COMUNICACIÓN SOCIAL-DIFUSIÓN,01,92   ,22    ,140000,0,140000,201612.21
2015,01   ,924  ,226023 ,COMUNICACIÓN INSTITUCIONAL,01,92   ,22    ,170000,30000,200000,136646.3
2015,02   ,326  ,227998 ,ESCUELA MUNICIPAL DE MÚSICA,02,32   ,22    ,313200,0,313200,309283.21
2015,02   ,330  ,12000  ,SUELDOS DEL GRUPO A1,  ,3    ,1     ,14677,0,14677,14677.32
2015,02   ,330  ,12003  ,SUELDOS DEL GRUPO C1,  ,3    ,1     ,9885,0,9885,9884.84
2015,02   ,330  ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1     ,8379,0,8379,8378.58
2015,02   ,330  ,12006  ,TRIENIOS,  ,3    ,1     ,11509,0,11509,11508.69
2015,02   ,330  ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1     ,16701,0,16701,16700.88
2015,02   ,330  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1     ,39041,0,39041,39041.24
2015,02   ,330  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,3    ,1     ,527,0,527,448.38
2015,02   ,330  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1     ,26067,0,26067,26447.43
2015,02   ,330  ,226022 ,COMUNICACIÓN - OFERTA FORMATIVA,02,33   ,22    ,9000,0,9000,28587.01
2015,02   ,330  ,226991 ,GASTOS DIVERSOS ACTIVIDADES CULTURALES,02,33   ,22    ,10000,0,10000,16747.22
2015,02   ,330  ,227997 ,CONTR PREST SERVICIOS CÈNTRIC,02,33   ,22    ,180374,0,180374,174101.28
2015,02   ,330  ,467    ,CONSORCIO NORMALIZACIÓN LINGÜÍSTICA,02,330  ,467   ,90000,5221.78,95221.78,95221.78
2015,02   ,332  ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1     ,8379,0,8379,8292.97
2015,02   ,332  ,12006  ,TRIENIOS,  ,3    ,1     ,250,0,250,247.7
2015,02   ,332  ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1     ,3013,0,3013,2981.92
2015,02   ,332  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1     ,8100,0,8100,8218.47
2015,02   ,332  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1     ,115099,0,115099,115098.95
2015,02   ,332  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,3    ,1     ,697,0,697,386.54
2015,02   ,332  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1     ,42016,0,42016,43328.05
2015,02   ,3321 ,227991 ,BIBLIOTECA - FOMENTO DE LA LECTURA,02,33   ,22    ,30000,0,30000,24808.25
2015,02   ,333  ,12005  ,SUELDOS DEL GRUPO E ,  ,3    ,1     ,30714,0,30714,30571.6
2015,02   ,333  ,12006  ,TRIENIOS,  ,3    ,1     ,2846,0,2846,2824.7
2015,02   ,333  ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,3    ,1     ,1059,0,1059,291.12
2015,02   ,333  ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1     ,11422,0,11422,11369.24
2015,02   ,333  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1     ,35569,0,35569,35954.45
2015,02   ,333  ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,3    ,1     ,1612,0,1612,443.11
2015,02   ,333  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,3    ,1     ,347,0,347,415.57
2015,02   ,333  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1     ,22726,0,22726,23873.6
2015,02   ,333  ,212    ,CONSERV-REP EDIFICIOS-INSTAL CULTURA-JUVENTUD,02,33   ,21    ,342884,-15000,327884,302968.57
2015,02   ,333  ,22100  ,ELECTRICIDAD EDIFICIOS CULTURA-JUVENTUD,02,33   ,22    ,350000,0,350000,308810.27
2015,02   ,333  ,22101  ,CONSUMO AGUA EDIFICIOS CULTURA-JUVENTUD,02,33   ,22    ,13809,0,13809,43051.89
2015,02   ,333  ,22102  ,CONSUMO GAS EDIFICIOS CULTURA-JUVENTUD,02,33   ,22    ,67428,0,67428,55164.23
2015,02   ,333  ,22700  ,LIMPIEZA EDIFICIOS CULTURA Y JUVENTUD,02,33   ,22    ,527945,0,527945,532906.9
2015,02   ,333  ,227991 ,ARTES VISUALES,02,33   ,22    ,22000,0,22000,21014.49
2015,02   ,333  ,227992 ,CONTR PREST SERVICIOS LA CAPSA,02,33   ,22    ,349690,0,349690,349690
2015,02   ,333  ,227993 ,CONTR PREST SERVICIOS CC S JORDI-RIBERA BAIXA,02,33   ,22    ,323373,15000,338373,332122.48
2015,02   ,333  ,227994 ,CONTR PREST SERVICIOS CC JARDINS DE LA PAU,02,33   ,22    ,244779,0,244779,242795.85
2015,02   ,334  ,12001  ,SUELDOS DEL GRUPO A2,  ,3    ,1     ,103252,0,103252,80087.93
2015,02   ,334  ,12003  ,SUELDOS DEL GRUPO C1,  ,3    ,1     ,88964,0,88964,87332.29
2015,02   ,334  ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1     ,8379,0,8379,7456.05
2015,02   ,334  ,12006  ,TRIENIOS,  ,3    ,1     ,24668,0,24668,21988.29
2015,02   ,334  ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,3    ,1     ,7075,0,7075,6795.42
2015,02   ,334  ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1     ,84088,0,84088,73952.31
2015,02   ,334  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1     ,180980,0,180980,175253.3
2015,02   ,334  ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,3    ,1     ,9522,0,9522,9363.6
2015,02   ,334  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1     ,95585,0,95585,123887.38
2015,02   ,334  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,3    ,1     ,10663,0,10663,10371.3
2015,02   ,334  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1     ,169701,0,169701,173478.78
2015,02   ,334  ,227991 ,ARTES ESCÉNICAS Y MÚSICA,02,33   ,22    ,180000,0,180000,186030.33
2015,02   ,334  ,227992 ,GASTOS DIVERSOS TEATRE MODERN,02,334  ,227992,6,31080.98,31086.98,20560.06
2015,02   ,334  ,227993 ,CONTR PREST SERVICIOS CINE CAPRI,02,33   ,22    ,18000,0,18000,14736.3
2015,02   ,334  ,48901  ,TRANSF CORRIENTES DINAMIZACIÓN MOV ASOCIATIVO,02,33   ,48    ,62300,0,62300,64386
2015,02   ,334  ,48902  ,TRANSF CORRIENTES AMICS DE L'ART DEL PRAT,02,334  ,48902 ,120000,0,120000,120000
2015,02   ,334  ,48903  ,TRANSF CORRIENTES ANIVERSARIOS ENTIDADES,02,33   ,48    ,4500,0,4500,1500
2015,02   ,334  ,48905  ,TRANSF CORRIENTE BANDA DE MÚSICA DE EL PRAT,02,334  ,48905 ,10000,0,10000,10000
2015,02   ,334  ,48906  ,TRANSF CORRIENTE UNIÓ FILHARMÒNICA,02,334  ,48906 ,12000,0,12000,12000
2015,02   ,334  ,48907  ,TRANSF CORRIENTE ASSOCIACIÓ MUSICAL DEL PRAT,02,334  ,48907 ,12000,0,12000,12000
2015,02   ,334  ,48908  ,TRANSF CORRIENTE LA XARXA,02,334  ,48908 ,5500,0,5500,5500
2015,02   ,334  ,48909  ,TRANSF CORRIENTE FEDERACIÓ EL NUS,02,334  ,48909 ,12000,-9000,3000,0
2015,02   ,334  ,48910  ,TRANSF CORRIENTES ASSOCIACIÓ GEGANTERA DEL PRAT,02,334  ,48910 ,4000,0,4000,4000
2015,02   ,334  ,48911  ,TRANSF CORRIENTES TEATRE KADDISH,02,334  ,48911 ,16000,0,16000,16000
2015,02   ,334  ,48912  ,TRANSF CORRIENTE COLLA DIABLES DEL PRAT,02,334  ,48912 ,6500,0,6500,6500
2015,02   ,334  ,48913  ,TRANSF CORRIENTE ASSOCIACIÓ GEGANTERA DELTA,02,334  ,48913 ,3000,4500,7500,7500
